PassID;Happiness;Waiting;Switches;InitPickup;TripTime;Denied;
3427;12,00000899147377;8;0;8;9;0;
7736;21,000011738936518;14;0;14;8;0;
2617;10,328465485861782;26;2;5;30;0;
9680;22,00001771525159;20;1;14;22;0;
6125;2,5001824465989717;18;1;1;20;0;
522;21,000009415258344;14;0;14;8;0;
3887;25,32846292845408;34;2;15;28;0;
6650;6,0000095959738315;4;0;4;7;0;
8501;2,500036489319794;2;1;1;4;0;
850;19,000032079819338;30;1;12;26;0;
3495;17,500091223299485;18;1;11;10;0;
8548;9,415258343921675E-6;0;0;0;8;0;
6707;20,500033236342023;16;1;13;5;0;
1122;1,0002189359187663;21;1;0;24;1;
4873;19,500012439511295;13;0;13;2;0;
1808;10,50000899147377;7;0;7;9;0;
7064;11,828462928454076;25;2;6;28;0;
1481;7,500012439511297;5;0;5;2;0;
4060;4,000027378116094;20;1;2;34;0;
3083;6,537766738662418E-6;0;0;0;1;0;
8996;15,000010407846656;10;0;10;10;0;
3422;12,000011738936518;8;0;8;8;0;
6444;11,828462928454076;25;2;6;28;0;
185;16,500010409486293;11;0;11;9;0;
2441;19,500011738936518;13;0;13;8;0;
7598;13,500010409486293;9;0;9;9;0;
3676;16,500012342190324;11;0;11;1;0;
3217;16,50000899147377;11;0;11;9;0;
4058;12,000010407846656;8;0;8;10;0;
384;2,828465485861783;21;2;0;30;0;
5660;24,000010407846656;16;0;16;10;0;
3060;10,000164201939075;21;1;6;18;0;
6657;16,3284731580849;36;2;9;36;0;
3264;4,0001459572791775;15;1;2;16;0;
5486;28,500009844518353;19;0;19;1;0;
2270;4,500006537766739;3;0;3;1;0;
9745;4,000099709026069;15;1;2;15;0;
5294;7,000046530878832;9;1;4;7;0;
1118;39,000012439511295;26;0;26;2;1;
1766;3,000009415258344;2;0;2;8;0;
2828;7,00012771261928;15;1;4;14;0;
8464;3,0000098445183516;2;0;2;1;0;
9661;17,500127712619282;22;1;11;14;0;
4414;2,828452698823252;11;2;0;20;0;
2247;13,328452698823252;18;2;7;20;0;
8880;9,000009844518353;6;0;6;1;0;
1861;1,5000117389365184;1;0;1;8;0;
3285;23,50005473397969;18;1;15;6;0;
5524;13,00008641448926;19;1;8;13;0;
3864;21,000011738936518;14;0;14;8;0;
9599;10,500012439511297;7;0;7;2;0;
1597;17,500113003562877;26;1;11;17;0;
844;3,000010407846656;2;0;2;10;0;
2664;5,500019941805213;4;1;3;3;0;
4751;22,500009844518353;15;0;15;1;0;
4074;19,500009595973832;13;0;13;7;0;
4099;25,500010407846656;17;0;17;10;0;
5345;1,5000098445183518;1;0;1;1;0;
1025;3,0000104094862934;2;0;2;9;0;
1942;13,000022209105696;18;1;8;18;0;
2121;19,500011738936518;13;0;13;8;0;
9809;23,500017273748874;21;1;15;14;0;
2461;4,500012342190323;3;0;3;1;0;
3226;6,000011738936518;4;0;4;8;0;
6111;23,500164201939075;30;1;15;18;0;
8978;13,500010409486293;9;0;9;9;0;
9628;25,000022209105698;26;1;16;18;0;
8855;15,000009844518353;10;0;10;1;0;
4065;16,500010407846656;11;0;11;10;0;
887;1,040948629351005E-5;0;0;0;9;0;
2449;10,500010407846656;7;0;7;10;0;
4863;7,328462928454076;22;2;3;28;0;
6256;21,00000899147377;14;0;14;9;0;
774;15,000012439511297;10;0;10;2;0;
1547;30,000010409486293;20;0;20;9;1;
3814;12,00000899147377;8;0;8;9;0;
4428;29,500033236342023;22;1;19;5;0;
9449;10,500006537766739;7;0;7;1;0;
8822;7,500012342190323;5;0;5;1;0;
7509;16,328442469192428;12;2;9;12;0;
9077;15,000010409486293;10;0;10;9;0;
331;4,500011738936518;3;0;3;8;0;
638;13,500012342190324;9;0;9;1;0;
65;3,0000104094862934;2;0;2;9;0;
762;4,500009844518352;3;0;3;1;0;
4544;18,000010409486293;12;0;12;9;0;
9916;15,000010407846656;10;0;10;10;0;
4034;15,000012342190324;10;0;10;1;0;
6941;22,500010407846656;15;0;15;10;0;
5835;4,5000095959738315;3;0;3;7;0;
2524;1,5000065377667386;1;0;1;1;0;
3157;14,500027144462518;23;1;9;22;0;
6697;8,500027378116094;23;1;5;34;0;
531;25,32846292845408;34;2;15;28;0;
3268;22,000152887173304;35;1;14;23;1;
9331;25,50000653776674;17;0;17;1;0;
8804;16,000017273748874;16;1;10;14;0;
6551;7,500010407846656;5;0;5;10;0;
8290;7,500008991473769;5;0;5;9;0;
1447;26,500027144462518;31;1;17;22;0;
1263;5,500164201939075;18;1;3;18;0;
346;6,0000095959738315;4;0;4;7;0;
8962;6,000010407846656;4;0;4;10;0;
1417;29,500014494296757;21;1;19;18;0;
2801;7,500010407846656;5;0;5;10;0;
527;22,500011738936518;15;0;15;8;0;
4437;14,500054733979692;12;1;9;6;0;
